subject_id,loc_plot_state1,loc_plot_city1,loc_plot_state2,loc_plot_city2,date_exposure,plot_target1,plot_target2,plot_target3,attack_preparation,op_security,anticp_fatals_targ,extent_plot,violent,criminal_severity,criminal_charges,indict_arrest,group_membership,terrorist_group_name1,terrorist_group_name2,terrorist_group_name3,actively_recruited,recruiter1,recruiter2,recruiter3,actively_connect,role_group,length_group,clique,clique_radicalize,clique_connect,internet_radicalization,media_radicalization,social_media,social_media_frequency,social_media_platform1,social_media_platform2,social_media_platform3,social_media_platform4,social_media_platform5,social_media_activities1,social_media_activities2,social_media_activities3,social_media_activities4,social_media_activities5,social_media_activities6,social_media_activities7,radicalization_islamist,radicalization_far_right,radicalization_far_left,radicalization_single_issue,ideological_sub_category1,ideological_sub_category2,ideological_sub_category3,loc_habitation_state1,loc_habitation_city1,loc_habitation_state2,loc_habitation_city2,external_rad,rad_duration,radical_behaviors,radical_beliefs,us_govt_leader,foreign_govt_leader,event_influence1,event_influence2,event_influence3,event_influence4,beliefs_trajectory,behaviors_trajectory,radicalization_sequence,radicalization_place,prison_radicalize,broad_ethnicity,age,marital_status,children,gender,religious_background,convert,convert_date,reawakening,reawakening_date,citizenship,residency_status,nativity,time_us_months,immigrant_generation,immigrant_source,language_english,diaspora_ties,education,student,education_change,employment_status,change_performance,work_history,military,foreign_military,social_stratum_childhood,social_stratum_adulthood,aspirations,abuse_child,abuse_adult,abuse_type1,abuse_type2,abuse_type3,psychological,alcohol_drug,absent_parent,overseas_family,close_family,family_religiosity,family_ideology,family_ideological_level,prison_family_friend,crime_family_friend,radical_friend,radical_family,radical_signif_other,relationship_troubles,platonic_troubles,unstructured_time,friendship_source1,friendship_source2,friendship_source3,kicked_out,previous_criminal_activity,previous_criminal_activity_type1,previous_criminal_activity_type2,previous_criminal_activity_type3,previous_criminal_activity_age,gang,gang_age_joined,trauma,other_ideologies,angry_us,group_grievance,standing,year,month
3836,Texas,Waco,,,1993-04-19,-88.0,,,-88.0,-88.0,-88.0,0.0,1,10.0,2.0,-88.0,2.0,-88,,,0.0,-88.0,,,0.0,3.0,60.0,0.0,-88.0,-88.0,,2.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,4,,,Texas,,,,1.0,3.0,10.0,5.0,0.0,0.0,,,,,1.0,1.0,1,1,-88.0,3.0,34.0,2.0,15.0,2,7.0,1.0,1981-01-01 00:00:00,2.0,1985-01-01 00:00:00,United States of America,1.0,United States of America,396.0,0.0,-88,-88.0,-88.0,2.0,0.0,-88.0,4.0,-88.0,1.0,0.0,0.0,2.0,2.0,1.0,2,0,2.0,,,1,0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,,4.0,,,,,,,,,0.0,-88.0,,0.0,1.0,3.0,0.0,1993,4
3837,Nebraska,,,,1998-07-05,-88.0,,,-88.0,-88.0,-88.0,0.0,0,0.0,1.0,1.0,2.0,-88,,,,,,,,2.0,,0.0,-88.0,-88.0,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,5,2.0,,Nebraska,,,,0.0,3.0,5.0,5.0,,0.0,,,,,1.0,,3,,1.0,,59.0,,,2,6.0,0.0,-88,,,United States of America,1.0,United States of America,,0.0,-88,-88.0,-88.0,9.0,,,1.0,,4.0,,0.0,,2.0,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,0.0,,,,,1.0,20.0,,,4.0,0.0,-88.0,,0.0,1.0,,,1998,7
3838,Florida,Tampa,,,2002-08-23,15.0,,,2.0,1.0,3.0,3.0,1,7.0,2.0,4.0,2.0,-88,,,,,,,0.0,,,1.0,0.0,0.0,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,0,0,1,16,,,Florida,,,,,2.0,10.0,1.0,,,1.0,,,,2.0,,2,,-88.0,3.0,37.0,2.0,,2,12.0,0.0,-88,,,United States of America,1.0,United States of America,444.0,0.0,-88,-88.0,-88.0,11.0,0.0,-88.0,1.0,,4.0,0.0,0.0,,2.0,,0,0,-88.0,,,1,0,,,,,,,,,3.0,,3.0,1.0,,,,,,,,,,,,0.0,-88.0,,0.0,,3.0,,2002,8
3841,Idaho,Hayden Lake,,,1990-07-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,,,4.0,3.0,Aryan Nations,,,0.0,-88.0,,,1.0,3.0,24.0,0.0,-88.0,-88.0,-88.0,2.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,New York,,Idaho,Hayden Lake,0.0,3.0,9.0,5.0,,,,,,,1.0,2.0,1,,,3.0,34.0,3.0,2.0,2,15.0,2.0,,,,United States of America,1.0,United States of America,408.0,0.0,-88,-88.0,-88.0,2.0,0.0,-88.0,3.0,-88.0,2.0,0.0,0.0,1.0,1.0,,2,0,2.0,,,0,1,3.0,,1.0,2.0,,,1.0,2.0,1.0,,,1.0,,1.0,,,,,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,,3.0,,1990,7
3847,Arkansas,Little Rock,,,1992-09-06,-88.0,,,-88.0,-88.0,-88.0,0.0,0,2.0,2.0,2.0,1.0,-88,,,0.0,-88.0,,,0.0,3.0,,0.0,-88.0,-88.0,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,0,0,1,15,17.0,,Texas,,,,0.0,,9.0,5.0,1.0,,,,,,,,2,,,,54.0,,,2,11.0,0.0,-88,,,United States of America,1.0,United States of America,,0.0,-88,-88.0,-88.0,,0.0,-88.0,1.0,,4.0,,0.0,,2.0,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,0.0,,,,,1.0,20.0,,,5.0,0.0,-88.0,,0.0,1.0,,,1992,9
3848,Kansas,Overland Park,,,2014-04-13,15.0,,,1.0,1.0,1.0,5.0,1,10.0,2.0,1.0,3.0,Ku Klux Klan,,,0.0,-88.0,,,1.0,3.0,96.0,1.0,0.0,0.0,0.0,2.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,North Carolina,Angier,,,0.0,3.0,10.0,5.0,0.0,0.0,,,,,2.0,1.0,1,0,0.0,3.0,74.0,2.0,5.0,2,,0.0,-88,,,United States of America,1.0,United States of America,888.0,0.0,-88,-88.0,-88.0,6.0,0.0,-88.0,,,3.0,6.0,0.0,,,,0,0,-88.0,,,0,1,,,,,,,,,,3.0,,1.0,,0.0,6.0,,,,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,,2.0,,2014,4
3852,California,Oakland,,,1990-05-24,-88.0,,,-88.0,-88.0,-88.0,0.0,0,2.0,2.0,1.0,1.0,-88,,,,,,,,2.0,,,,,-88.0,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,0,1,0,6,,,California,,,,0.0,,5.0,5.0,,,,,,,,1.0,,,,3.0,34.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,408.0,0.0,-88,,,,,,,,,0.0,0.0,,,2.0,0,0,-88.0,,,0,0,,,,,,,,,2.0,,,,,0.0,5.0,,,,,,,,,0.0,-88.0,,0.0,,,,1990,5
3858,Michigan,,,,2000-06-15,14.0,,,1.0,2.0,1.0,5.0,1,10.0,2.0,4.0,2.0,-88,,,,,,,,2.0,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,1,,,Indiana,Fort Wayne,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,3.0,28.0,2.0,,2,,0.0,-88,,,United States of America,1.0,United States of America,336.0,0.0,-88,-88.0,-88.0,,,,,,,,,,,,0,0,-88.0,,,0,0,,,2.0,,,,,,,,,,,,5.0,,,,1.0,10.0,,,3.0,0.0,-88.0,,0.0,1.0,2.0,,2000,6
3860,Washington,Metaline Falls,,,1985-09-12,-88.0,,,-88.0,-88.0,-88.0,0.0,1,10.0,2.0,2.0,3.0,The Order (Silent Brotherhood),,,0.0,-88.0,,,0.0,3.0,12.0,1.0,0.0,0.0,-88.0,1.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,4.0,5.0,Washington,Metaline Falls,,,0.0,3.0,10.0,5.0,,,,,,,1.0,1.0,1,,-88.0,3.0,31.0,,1.0,2,7.0,1.0,1969,0.0,-88,United States of America,1.0,United States of America,372.0,0.0,-88,-88.0,-88.0,2.0,1.0,,1.0,,4.0,0.0,0.0,,2.0,,0,0,-88.0,,,0,0,,,,3.0,0.0,1.0,1.0,2.0,3.0,,1.0,,,0.0,,,,,0.0,-88.0,,,2.0,0.0,-88.0,,0.0,,3.0,,1985,9
3864,District of Columbia,Washington,,,2000-05-23,-88.0,,,-88.0,-88.0,-88.0,0.0,0,2.0,1.0,2.0,1.0,-88,,,0.0,-88.0,,,1.0,3.0,,,,,,2.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,0,1,0,6,,,Illinois,,,,0.0,3.0,9.0,5.0,0.0,0.0,0.0,,,,1.0,2.0,3,2,-88.0,6.0,23.0,,,1,,0.0,-88,,,United States of America,1.0,United States of America,276.0,2.0,India,-88.0,,5.0,0.0,-88.0,1.0,,4.0,0.0,0.0,,3.0,3.0,0,0,-88.0,,,0,0,,1.0,,,,,,,2.0,,,,,0.0,5.0,,,,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,1.0,1.0,,2000,5
3865,Mexico,Palmas,,,1994-06-18,-88.0,,,-88.0,-88.0,-88.0,0.0,0,5.0,2.0,3.0,2.0,-88,,,0.0,-88.0,,,0.0,1.0,,1.0,0.0,1.0,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,4.0,,North Carolina,,,,0.0,,9.0,5.0,1.0,0.0,6.0,,,,2.0,2.0,2,,,3.0,56.0,,1.0,2,10.0,0.0,-88,,,United States of America,1.0,United States of America,732.0,0.0,-88,-88.0,-88.0,,0.0,-88.0,1.0,0.0,,,0.0,,,,0,0,-88.0,,,0,0,,,,,,,1.0,2.0,3.0,,,,,0.0,,,,,1.0,10.0,,,4.0,0.0,-88.0,,0.0,1.0,,,1994,6
3872,Oregon,Gresham,,,1996-06-30,-88.0,,,-88.0,-88.0,-88.0,0.0,0,4.0,1.0,4.0,2.0,-88,,,,,,,,3.0,84.0,1.0,1.0,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Oregon,Fairview,,,,3.0,9.0,5.0,,,,,,,,1.0,3,0,-88.0,3.0,25.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,300.0,0.0,-88,1.0,0.0,,,,1.0,,4.0,,0.0,,,,2,0,2.0,,,0,1,,,,,,,,,2.0,,,,0.0,0.0,,,,,3.0,9.0,15.0,20.0,2.0,0.0,-88.0,1.0,0.0,0.0,,,1996,6
3874,California,San Francisco,,,2000-07-30,-88.0,,,-88.0,-88.0,-88.0,0.0,0,6.0,1.0,4.0,3.0,Animal Liberation Front (ALF),,,,,,,,2.0,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,0,1,0,6,,,,,,,0.0,,5.0,5.0,,,,,,,,,,,,,21.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,,0.0,-88,-88.0,-88.0,,,,,,,,,,,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,-88.0,,0.0,,,,2000,7
3877,Connecticut,New Haven,,,1986-01-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,5.0,-88.0,-88.0,3.0,Ku Klux Klan,,,0.0,-88.0,,,0.0,3.0,60.0,0.0,-88.0,-88.0,-88.0,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Connecticut,New Haven,,,0.0,,5.0,5.0,0.0,0.0,0.0,,,,,,1,,-88.0,3.0,51.0,,,2,8.0,0.0,-88,0.0,-88,United States of America,1.0,United States of America,612.0,0.0,-88,-88.0,-88.0,,0.0,-88.0,2.0,,4.0,0.0,0.0,,2.0,,0,0,-88.0,,,0,0,,,,1.0,2.0,3.0,,,,3.0,,0.0,,0.0,6.0,,,0.0,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,0.0,1.0,,1986,1
3878,Michigan,,,,1994-01-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,5.0,2.0,4.0,2.0,-88,,,1.0,3.0,,,1.0,2.0,84.0,1.0,1.0,1.0,,1.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,1,4.0,,Michigan,Hillsdale,,,0.0,3.0,4.0,4.0,1.0,1.0,,,,,1.0,1.0,1,,,3.0,26.0,1.0,0.0,2,,0.0,-88,,,United States of America,1.0,United States of America,312.0,0.0,-88,-88.0,-88.0,,,,2.0,1.0,4.0,0.0,0.0,2.0,2.0,2.0,0,0,-88.0,,,0,0,0.0,,2.0,,,,1.0,2.0,1.0,0.0,,,0.0,0.0,,,,1.0,,,,,,0.0,-88.0,0.0,0.0,1.0,2.0,,1994,1
3884,Arkansas,Gentry,,,1987-04-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,3.0,2.0,4.0,3.0,The Order (Silent Brotherhood),,,1.0,1.0,,,,2.0,48.0,0.0,-88.0,-88.0,-88.0,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,4.0,,Arkansas,,,,0.0,,9.0,4.0,,,,,,,,,,,-88.0,3.0,59.0,,,2,15.0,0.0,-88,,,United States of America,1.0,United States of America,708.0,0.0,-88,-88.0,-88.0,,,,,,,,0.0,,,,0,0,-88.0,,,0,0,,,,,,,1.0,2.0,3.0,,,,,,,,,,2.0,12.0,,,5.0,0.0,-88.0,,0.0,,,,1987,4
3887,Alabama,,,,2003-01-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,0.0,-88.0,-88.0,3.0,Ku Klux Klan,,,,,,,,3.0,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Alabama,,,,,,,,,,0.0,,,,,,,0,-88.0,3.0,,,,1,,0.0,-88,,,United States of America,1.0,United States of America,,0.0,-88,-88.0,-88.0,,,,,,,,,,,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,-88.0,,0.0,,,,2003,1
3890,Arizona,Phoenix,,,2002-10-24,14.0,,,1.0,0.0,1.0,5.0,1,10.0,2.0,1.0,3.0,National Alliance,,,,,,,,3.0,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,,,,,0.0,,10.0,5.0,,,,,,,,,,,,3.0,24.0,1.0,,2,,0.0,-88,,,United States of America,1.0,United States of America,288.0,0.0,-88,-88.0,-88.0,,,,,,,0.0,0.0,,,,0,0,-88.0,,,0,0,,0.0,,,,,,,,,,0.0,0.0,,5.0,,,,3.0,4.0,7.0,,,0.0,-88.0,,0.0,,,,2002,10
3899,Idaho,Athol,Missouri,Branson,1984-05-27,14.0,,,1.0,2.0,1.0,5.0,1,10.0,2.0,4.0,3.0,The Order (Silent Brotherhood),,,1.0,,,,0.0,2.0,,,,,-88.0,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Idaho,,,,0.0,2.0,10.0,5.0,0.0,0.0,0.0,,,,1.0,,1,1,-88.0,3.0,22.0,1.0,0.0,2,15.0,0.0,-88,,,United States of America,1.0,United States of America,264.0,0.0,-88,-88.0,-88.0,1.0,1.0,,,,,,0.0,3.0,3.0,,0,0,-88.0,,,0,0,0.0,0.0,,2.0,0.0,0.0,,,,,,,,,5.0,,,,,,,,,0.0,-88.0,,0.0,0.0,2.0,,1984,5
3900,Massachusetts,Boston,,,2001-04-16,15.0,,,2.0,2.0,,3.0,1,7.0,2.0,4.0,2.0,-88,,,0.0,-88.0,,,0.0,3.0,60.0,1.0,0.0,1.0,1.0,0.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Massachusetts,,,,0.0,3.0,10.0,5.0,0.0,0.0,0.0,,,,1.0,1.0,1,0,2.0,2.0,30.0,3.0,0.0,2,15.0,0.0,-88,0.0,-88,United States of America,1.0,United States of America,360.0,0.0,-88,-88.0,-88.0,2.0,0.0,-88.0,4.0,-88.0,3.0,0.0,0.0,2.0,1.0,0.0,0,0,-88.0,,,1,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,,,,0.0,3.0,4.0,,,2.0,0.0,-88.0,,0.0,1.0,3.0,0.0,2001,4
3904,Oklahoma,Oklahoma City,,,1997-07-23,-88.0,,,-88.0,-88.0,-88.0,0.0,0,3.0,2.0,4.0,2.0,-88,,,,,,,,2.0,,1.0,0.0,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,4,,,Oklahoma,,,,0.0,,9.0,4.0,1.0,0.0,,,,,1.0,1.0,1,,-88.0,3.0,54.0,2.0,,2,,0.0,-88,,,United States of America,1.0,United States of America,648.0,0.0,-88,-88.0,-88.0,,,,2.0,,,,0.0,,,,0,0,-88.0,,,0,0,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,0.0,-88.0,,1.0,1.0,2.0,,1997,7
3905,Ohio,Mairon,,,2006-11-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,0.0,-88.0,-88.0,3.0,Ku Klux Klan,Aryan Nations,,,,,,,3.0,48.0,0.0,-88.0,-88.0,,,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,3.0,,Ohio,,,,0.0,,6.0,5.0,0.0,0.0,0.0,,,,,1.0,1,,-88.0,3.0,,,,2,,0.0,-88,,,United States of America,1.0,United States of America,,0.0,-88,-88.0,-88.0,,,,,,,0.0,0.0,,,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,0.0,,,,,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,1.0,1.0,,2006,11
3908,North Dakota,Medina,,,1983-02-13,-88.0,,,-88.0,-88.0,-88.0,0.0,1,10.0,2.0,4.0,2.0,-88,,,,,,,2.0,3.0,96.0,1.0,0.0,0.0,-88.0,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,4,,,North Dakota,Heaton,California,Los Angeles,0.0,3.0,10.0,5.0,,,8.0,,,,1.0,1.0,1,1,2.0,3.0,63.0,2.0,6.0,2,7.0,0.0,-88,,,United States of America,1.0,United States of America,757.0,0.0,-88,-88.0,-88.0,4.0,0.0,-88.0,2.0,0.0,3.0,3.0,0.0,,1.0,,0,0,-88.0,,,0,0,0.0,,2.0,,2.0,3.0,,,3.0,3.0,2.0,0.0,0.0,0.0,6.0,,,,0.0,-88.0,,,-88.0,0.0,-88.0,2.0,0.0,1.0,3.0,,1983,2
3910,Oklahoma,Alfalfa,,,1997-07-23,-88.0,,,-88.0,-88.0,-88.0,0.0,0,3.0,2.0,4.0,2.0,-88,,,,,,,,2.0,,1.0,1.0,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,4,,,Oklahoma,Alfalfa,,,0.0,2.0,9.0,4.0,,,,,,,1.0,,,,-88.0,3.0,53.0,2.0,1.0,1,,0.0,-88,,,United States of America,1.0,United States of America,636.0,0.0,-88,-88.0,-88.0,,,,2.0,,,0.0,0.0,,2.0,,0,0,-88.0,,,0,0,,,2.0,,,,,,,,2.0,0.0,,,3.0,,,,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,1.0,3.0,,1997,7
3911,Florida,Orlando,,,1997-04-23,1.0,,,2.0,1.0,,5.0,1,10.0,2.0,4.0,3.0,National Alliance,,,,,,,,2.0,,1.0,0.0,,0.0,0.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,4.0,,,,,,0.0,,10.0,5.0,0.0,0.0,0.0,,,,,,,0,,3.0,37.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,,0.0,-88,-88.0,-88.0,,,,,,,0.0,0.0,,,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,-88.0,,0.0,1.0,2.0,,1997,4
3915,California,Capitola,,,2001-01-23,1.0,,,1.0,,0.0,3.0,0,9.0,2.0,4.0,3.0,Animal Liberation Front (ALF),,,,,,,2.0,2.0,36.0,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,0,1,0,6,,,New Jersey,,California,,0.0,2.0,9.0,5.0,0.0,0.0,,,,,,1.0,1,,-88.0,3.0,20.0,1.0,0.0,2,,0.0,-88,,,United States of America,1.0,United States of America,240.0,0.0,-88,-88.0,-88.0,2.0,1.0,,,,,0.0,0.0,,,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,,,,,,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,,,,2001,1
3917,Nevada,Henderson,,,1998-02-17,-88.0,,,-88.0,-88.0,-88.0,0.0,0,5.0,2.0,2.0,3.0,Aryan Nations,,,,,,,,2.0,36.0,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Ohio,Lancaster,,,,3.0,9.0,2.0,1.0,1.0,,,,,1.0,1.0,1,,,3.0,43.0,2.0,,2,6.0,3.0,1998-04-01 00:00:00,,,United States of America,1.0,United States of America,516.0,0.0,-88,-88.0,-88.0,4.0,,,1.0,,3.0,2.0,0.0,,2.0,2.0,0,0,-88.0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0.0,-88.0,,1.0,1.0,1.0,,1998,2
3919,North Dakota,Medina,,,1983-02-13,-88.0,,,-88.0,-88.0,-88.0,0.0,1,10.0,2.0,4.0,2.0,-88,,,,,,,,1.0,,1.0,,,-88.0,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,5,4.0,2.0,North Dakota,,,,,,10.0,5.0,,,,,,,,,,,,3.0,23.0,,,2,,0.0,-88,,,,,,,0.0,,,,,,,,,,,,,,,0,0,-88.0,,,0,0,,,2.0,,2.0,3.0,,2.0,,3.0,,,,,,,,,,,,,,0.0,-88.0,,0.0,,,,1983,2
3920,Virginia,Richmond,,,2005-12-24,-88.0,,,-88.0,-88.0,-88.0,0.0,0,0.0,-88.0,-88.0,1.0,White Patriot Party (formerly Carolina Knights of the Ku Klux Klan),,,0.0,-88.0,,,1.0,3.0,312.0,1.0,0.0,0.0,,1.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Virginia,Richmond,,,0.0,3.0,5.0,4.0,,,,,,,1.0,1.0,1,,,3.0,17.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,204.0,0.0,-88,-88.0,-88.0,,,,,,3.0,,0.0,2.0,-88.0,,0,-88,-88.0,,,0,0,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,0.0,-88.0,,0.0,,2.0,,2005,12
3924,Colorado,Denver,,,1997-11-18,14.0,,,0.0,,1.0,5.0,1,10.0,2.0,4.0,3.0,Aryan Nations,,,,,,,,3.0,,1.0,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Colorado,,,,,,10.0,5.0,,,,,,,,,,,,3.0,21.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,252.0,0.0,-88,-88.0,-88.0,,,,1.0,,4.0,,0.0,,1.0,,0,0,-88.0,,,0,1,,,,,,,,,3.0,,,,,,,,,,,,,,,0.0,-88.0,,0.0,,,,1997,11
3926,California,Anaheim,,,2002-11-18,-88.0,,,-88.0,-88.0,-88.0,0.0,0,5.0,2.0,4.0,2.0,-88,,,,,,,,2.0,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,California,,,,0.0,,3.0,4.0,,,,,,,,,,,,3.0,23.0,1.0,0.0,2,,0.0,-88,,,United States of America,1.0,United States of America,276.0,0.0,-88,-88.0,-88.0,,,,4.0,-88.0,,,0.0,,,,0,0,-88.0,,,0,0,,,,,,,,,,,2.0,0.0,,1.0,,,,,2.0,20.0,,,2.0,0.0,-88.0,,0.0,,,,2002,11
3941,Kentucky,,,,2008-01-06,-88.0,,,-88.0,-88.0,-88.0,0.0,0,5.0,2.0,4.0,3.0,Ku Klux Klan,,,,,,,,3.0,,,,,0.0,0.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Kentucky,Meade County,,,0.0,,3.0,5.0,0.0,0.0,0.0,,,,1.0,1.0,1,,-88.0,3.0,47.0,1.0,1.0,2,,0.0,-88,0.0,-88,United States of America,1.0,United States of America,,0.0,-88,-88.0,-88.0,,,,,,,0.0,0.0,,,0.0,0,0,-88.0,,,0,1,,,,,,,,,,,0.0,0.0,0.0,0.0,5.0,,,0.0,0.0,-88.0,,,-88.0,0.0,-88.0,0.0,0.0,0.0,1.0,0.0,2008,1
3942,,,,,1994-01-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,0.0,-88.0,-88.0,3.0,Ku Klux Klan,,,,,,,,2.0,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,,,,,0.0,,9.0,5.0,,,,,,,1.0,1.0,1,,-88.0,3.0,32.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,384.0,0.0,-88,-88.0,-88.0,,,,,,,0.0,0.0,,,,0,0,-88.0,,,0,0,,,,,,,,,2.0,,,,,0.0,,,,,0.0,-88.0,,,-88.0,0.0,-88.0,,0.0,,3.0,,1994,1
3961,Washington,Lynnwood,,,1999-01-01,-88.0,,,-88.0,-88.0,-88.0,0.0,0,0.0,-88.0,-88.0,3.0,World Church of the Creator,,,,,,,,2.0,,1.0,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Washington,,,,,,,,,,,,,,,,,,-88.0,3.0,28.0,2.0,,1,,0.0,-88,,,United States of America,1.0,United States of America,336.0,0.0,-88,-88.0,-88.0,,,,,,,,,,,,0,0,-88.0,,,0,0,,,,,,,1.0,2.0,,3.0,3.0,,,,,,,,,,,,,0.0,-88.0,,0.0,,,,1999,1
3962,Arizona,Phoenix,,,2002-10-16,,,,1.0,0.0,1.0,5.0,1,10.0,2.0,3.0,2.0,National Alliance,,,,,,,,,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Arizona,,,,,,10.0,5.0,,,0.0,,,,1.0,2.0,1,3,-88.0,3.0,29.0,,,2,,0.0,-88,,,United States of America,1.0,United States of America,348.0,0.0,-88,-88.0,-88.0,,,,,,,,,,,,0,0,-88.0,,,0,0,,,,,,,,,,,,,,0.0,5.0,,,,,,,,,0.0,-88.0,,0.0,,,,2002,10
3964,Georgia,,,,1992-09-27,-88.0,,,-88.0,-88.0,-88.0,0.0,1,10.0,2.0,4.0,3.0,National Alliance,,,,,,,,2.0,,,,,,,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0,1,0,0,2,,,Maryland,,,,0.0,,10.0,4.0,,,,,,,,,,,,3.0,42.0,2.0,11.0,2,,0.0,-88,,,United States of America,1.0,United States of America,504.0,0.0,-88,-88.0,-88.0,,,,,,,,0.0,,,,0,0,-88.0,,,0,0,,,,,,,,,,,,0.0,,,,,,,2.0,16.0,18.0,,3.0,0.0,-88.0,,0.0,,,,1992,9
